transcript_id	base_enst	gene_id	gene_name	chrom	strand	cds_len	n_codons	n_cds_exons	n_internal_junctions	div_by_3	length_filtered	in_txome_ref
ENST00000249636.10	ENST00000249636	ENSG00000033800.13	PIAS1	chr15	+	1953	651	14	13	True	False	True
ENST00000249647.8	ENST00000249647	ENSG00000092531.10	SNAP23	chr15	+	633	211	7	6	True	False	True
ENST00000249700.9	ENST00000249700	ENSG00000128872.10	TMOD2	chr15	+	1053	351	9	8	True	False	True
ENST00000249749.7	ENST00000249749	ENSG00000128917.8	DLL4	chr15	+	2055	685	11	10	True	False	True
ENST00000249750.9	ENST00000249750	ENSG00000128918.15	ALDH1A2	chr15	-	1554	518	13	12	True	False	True
ENST00000249776.12	ENST00000249776	ENSG00000128944.13	KNSTRN	chr15	+	948	316	9	8	True	False	True
ENST00000249806.11	ENST00000249806	ENSG00000128973.13	CLN6	chr15	-	933	311	7	6	True	False	True
ENST00000249837.7	ENST00000249837	ENSG00000129003.19	VPS13C	chr15	-	11130	3710	83	82	True	False	True
ENST00000249842.8	ENST00000249842	ENSG00000129009.13	ISLR	chr15	+	1284	428	1	0	True	False	True
ENST00000249861.9	ENST00000249861	ENSG00000129028.9	THAP10	chr15	-	771	257	3	2	True	False	True
ENST00000249883.9	ENST00000249883	ENSG00000114019.14	AMOTL2	chr3	-	2340	780	9	8	True	False	True
ENST00000249887.3	ENST00000249887	ENSG00000129048.7	ACKR4	chr3	+	1050	350	1	0	True	False	True
ENST00000249910.5	ENST00000249910	ENSG00000129071.9	MBD4	chr3	-	1740	580	8	7	True	False	True
ENST00000249923.7	ENST00000249923	ENSG00000129083.12	COPB1	chr11	-	2859	953	21	20	True	False	True
ENST00000250003.4	ENST00000250003	ENSG00000129152.4	MYOD1	chr11	+	960	320	3	2	True	False	True
ENST00000250018.6	ENST00000250018	ENSG00000129167.9	TPH1	chr11	-	1332	444	10	9	True	False	True
ENST00000250024.9	ENST00000250024	ENSG00000129173.13	E2F8	chr11	-	2601	867	12	11	True	False	True
ENST00000250055.3	ENST00000250055	ENSG00000129194.8	SOX15	chr17	-	699	233	2	1	True	False	True
ENST00000250092.11	ENST00000250092	ENSG00000129226.14	CD68	chr17	+	1062	354	6	5	True	False	True
ENST00000250101.10	ENST00000250101	ENSG00000129235.11	TXNDC17	chr17	+	369	123	4	3	True	True	True
ENST00000250111.9	ENST00000250111	ENSG00000129244.9	ATP1B2	chr17	+	870	290	7	6	True	False	True
ENST00000250113.12	ENST00000250113	ENSG00000129245.12	FXR2	chr17	-	2019	673	17	16	True	False	True
ENST00000250124.11	ENST00000250124	ENSG00000129255.16	MPDU1	chr17	+	741	247	7	6	True	True	True
ENST00000250160.11	ENST00000250160	ENSG00000104415.14	CCN4	chr8	+	1101	367	5	4	True	False	True
ENST00000250237.10	ENST00000250237	ENSG00000213339.9	QTRT1	chr19	+	1209	403	10	9	True	True	True
ENST00000250244.10	ENST00000250244	ENSG00000129354.11	AP1M2	chr19	-	1269	423	12	11	True	False	True
ENST00000250263.8	ENST00000250263	ENSG00000104626.15	ERI1	chr8	+	1047	349	7	6	True	False	True
ENST00000250340.9	ENST00000250340	ENSG00000105472.13	CLEC11A	chr19	+	969	323	4	3	True	False	True
ENST00000250360.7	ENST00000250360	ENSG00000129450.8	SIGLEC9	chr19	+	1389	463	7	6	True	False	True
ENST00000250366.6	ENST00000250366	ENSG00000269741.5	AC011473.4	chr19	-	750	250	5	4	True	False	True
ENST00000250373.9	ENST00000250373	ENSG00000100968.14	NFATC4	chr14	+	2706	902	10	9	True	False	True
ENST00000250378.7	ENST00000250378	ENSG00000092009.10	CMA1	chr14	-	741	247	5	4	True	False	True
ENST00000250383.11	ENST00000250383	ENSG00000100867.15	DHRS2	chr14	+	840	280	8	7	True	False	True
ENST00000250405.10	ENST00000250405	ENSG00000129473.10	BCL2L2	chr14	+	579	193	2	1	True	False	True
ENST00000250448.5	ENST00000250448	ENSG00000129514.8	FOXA1	chr14	-	1416	472	2	1	True	False	True
ENST00000250454.8	ENST00000250454	ENSG00000129518.9	EAPP	chr14	-	855	285	6	5	True	False	True
ENST00000250457.9	ENST00000250457	ENSG00000129521.15	EGLN3	chr14	-	717	239	5	4	True	False	True
ENST00000250489.8	ENST00000250489	ENSG00000165782.10	PIP4P1	chr14	-	831	277	7	6	True	False	True
ENST00000250495.10	ENST00000250495	ENSG00000129559.13	NEDD8	chr14	-	243	81	4	3	True	False	True
ENST00000250498.9	ENST00000250498	ENSG00000129562.11	DAD1	chr14	-	339	113	2	1	True	False	True
ENST00000250535.5	ENST00000250535	ENSG00000129596.5	CDO1	chr5	-	600	200	5	4	True	False	True
ENST00000250559.14	ENST00000250559	ENSG00000127314.18	RAP1B	chr12	+	552	184	6	5	True	False	True
ENST00000250617.7	ENST00000250617	ENSG00000129675.16	ARHGEF6	chrX	-	2328	776	22	21	True	False	True
ENST00000250693.2	ENST00000250693	ENSG00000129744.3	ART1	chr11	+	981	327	4	3	True	False	True
ENST00000250699.2	ENST00000250699	ENSG00000129749.3	CHRNA10	chr11	-	1350	450	5	4	True	False	True
ENST00000250784.13	ENST00000250784	ENSG00000129824.16	RPS4Y1	chrY	+	789	263	7	6	True	True	True
ENST00000250823.5	ENST00000250823	ENSG00000129862.7	VCY1B	chrY	+	375	125	2	1	True	False	True
ENST00000250825.4	ENST00000250825	ENSG00000129864.6	VCY	chrY	-	375	125	2	1	True	False	True
ENST00000250831.5	ENST00000250831	ENSG00000226941.8	RBMY1J	chrY	+	1488	496	11	10	True	False	True
ENST00000250894.8	ENST00000250894	ENSG00000138834.13	MAPK8IP3	chr16	+	4008	1336	32	31	True	False	True
ENST00000250896.7	ENST00000250896	ENSG00000099875.14	MKNK2	chr19	-	1395	465	13	12	True	False	True
ENST00000250916.6	ENST00000250916	ENSG00000129911.9	KLF16	chr19	-	756	252	2	1	True	False	True
ENST00000251020.9	ENST00000251020	ENSG00000103449.12	SALL1	chr16	-	3972	1324	3	2	True	True	True
ENST00000251038.10	ENST00000251038	ENSG00000100722.20	ZC3H14	chr14	+	2208	736	17	16	True	False	True
ENST00000251047.6	ENST00000251047	ENSG00000074695.6	LMAN1	chr18	-	1530	510	13	12	True	True	True
ENST00000251089.8	ENST00000251089	ENSG00000013523.11	ANGEL1	chr14	-	2010	670	10	9	True	False	True
ENST00000251108.10	ENST00000251108	ENSG00000102543.14	CDADC1	chr13	+	1542	514	10	9	True	False	True
ENST00000251127.11	ENST00000251127	ENSG00000102452.17	NALCN	chr13	-	5214	1738	43	42	True	False	True
ENST00000251143.9	ENST00000251143	ENSG00000103544.15	VPS35L	chr16	+	3156	1052	31	30	True	False	True
ENST00000251166.9	ENST00000251166	ENSG00000262246.6	CORO7	chr16	-	2775	925	28	27	True	False	True
ENST00000251170.12	ENST00000251170	ENSG00000103184.12	SEC14L5	chr16	+	2088	696	15	14	True	False	True
ENST00000251203.14	ENST00000251203	ENSG00000105717.14	PBX4	chr19	-	1122	374	8	7	True	False	True
ENST00000251241.9	ENST00000251241	ENSG00000108406.10	DHX40	chr17	+	2337	779	18	17	True	False	True
ENST00000251250.7	ENST00000251250	ENSG00000104047.15	DTWD1	chr15	+	912	304	4	3	True	False	True
ENST00000251268.11	ENST00000251268	ENSG00000105429.13	MEGF8	chr19	+	8535	2845	42	41	True	False	True
ENST00000251269.9	ENST00000251269	ENSG00000159905.14	ZNF221	chr19	+	1851	617	4	3	True	False	True
ENST00000251287.3	ENST00000251287	ENSG00000099822.3	HCN2	chr19	+	2667	889	8	7	True	False	True
ENST00000251296.4	ENST00000251296	ENSG00000117154.12	IGSF21	chr1	+	1401	467	10	9	True	False	True
ENST00000251303.11	ENST00000251303	ENSG00000132207.18	SLX1A	chr16	+	825	275	6	5	True	False	True
ENST00000251363.10	ENST00000251363	ENSG00000090661.12	CERS4	chr19	+	1182	394	10	9	True	False	True
ENST00000251372.8	ENST00000251372	ENSG00000104974.12	LILRA1	chr19	+	1467	489	9	8	True	False	True
ENST00000251412.8	ENST00000251412	ENSG00000037042.9	TUBG2	chr17	+	1353	451	11	10	True	False	True
ENST00000251413.8	ENST00000251413	ENSG00000131462.8	TUBG1	chr17	+	1353	451	11	10	True	False	True
ENST00000251453.8	ENST00000251453	ENSG00000105193.9	RPS16	chr19	-	438	146	5	4	True	False	True
ENST00000251472.9	ENST00000251472	ENSG00000105613.10	MAST1	chr19	+	4710	1570	26	25	True	False	True
ENST00000251473.9	ENST00000251473	ENSG00000105520.10	PLPPR2	chr19	+	1029	343	8	7	True	False	True
ENST00000251481.11	ENST00000251481	ENSG00000198203.10	SULT1C2	chr2	+	888	296	7	6	True	False	True
ENST00000251496.7	ENST00000251496	ENSG00000109805.10	NCAPG	chr4	+	3045	1015	21	20	True	False	True
ENST00000251507.8	ENST00000251507	ENSG00000152061.23	RABGAP1L	chr1	+	2445	815	20	19	True	False	True
ENST00000251535.11	ENST00000251535	ENSG00000108839.12	ALOX12	chr17	+	1989	663	14	13	True	False	True
ENST00000251566.9	ENST00000251566	ENSG00000135220.11	UGT2A3	chr4	-	1581	527	6	5	True	False	True
ENST00000251582.12	ENST00000251582	ENSG00000087116.16	ADAMTS2	chr5	-	3633	1211	22	21	True	False	True
ENST00000251588.7	ENST00000251588	ENSG00000103245.14	CIAO3	chr16	-	1428	476	11	10	True	True	True
ENST00000251595.11	ENST00000251595	ENSG00000188536.13	HBA2	chr16	+	426	142	3	2	True	False	True
ENST00000251607.11	ENST00000251607	ENSG00000072756.17	TRNT1	chr3	+	1302	434	7	6	True	False	True
ENST00000251636.10	ENST00000251636	ENSG00000067248.10	DHX29	chr5	-	4107	1369	27	26	True	False	True
ENST00000251642.8	ENST00000251642	ENSG00000108771.13	DHX58	chr17	-	2034	678	12	11	True	False	True
ENST00000251643.5	ENST00000251643	ENSG00000187242.6	KRT12	chr17	-	1482	494	8	7	True	False	True
ENST00000251645.3	ENST00000251645	ENSG00000094796.5	KRT31	chr17	-	1248	416	7	6	True	False	True
ENST00000251646.8	ENST00000251646	ENSG00000131738.11	KRT33B	chr17	-	1212	404	7	6	True	False	True
ENST00000251691.5	ENST00000251691	ENSG00000112379.9	ARFGEF3	chr6	+	6531	2177	34	33	True	False	True
ENST00000251775.9	ENST00000251775	ENSG00000114520.11	SNX4	chr3	-	1350	450	14	13	True	False	True
ENST00000251809.4	ENST00000251809	ENSG00000104450.13	SPAG1	chr8	+	2778	926	18	17	True	False	True
ENST00000251810.8	ENST00000251810	ENSG00000048392.12	RRM2B	chr8	-	1053	351	9	8	True	False	True
ENST00000251822.7	ENST00000251822	ENSG00000008853.17	RHOBTB2	chr8	+	2181	727	9	8	True	False	True
ENST00000251849.8	ENST00000251849	ENSG00000132155.12	RAF1	chr3	-	1944	648	16	15	True	False	True
ENST00000251864.6	ENST00000251864	ENSG00000095627.9	TDRD1	chr10	+	3567	1189	25	24	True	False	True
ENST00000251871.9	ENST00000251871	ENSG00000042429.12	MED17	chr11	+	1953	651	12	11	True	False	True
ENST00000251900.9	ENST00000251900	ENSG00000102098.19	SCML2	chrX	-	2100	700	14	13	True	False	True
ENST00000251968.4	ENST00000251968	ENSG00000074319.13	TSG101	chr11	-	1170	390	10	9	True	False	True
ENST00000252011.8	ENST00000252011	ENSG00000101452.15	DHX35	chr20	+	2109	703	22	21	True	True	True
ENST00000252015.3	ENST00000252015	ENSG00000100991.12	TRPC4AP	chr20	-	2391	797	19	18	True	True	True
ENST00000252032.9	ENST00000252032	ENSG00000088854.12	C20orf194	chr20	-	3531	1177	37	36	True	False	True
ENST00000252034.12	ENST00000252034	ENSG00000049540.17	ELN	chr7	+	2172	724	33	32	True	True	True
ENST00000252037.5	ENST00000252037	ENSG00000077800.13	FKBP6	chr7	+	981	327	8	7	True	False	True
ENST00000252050.9	ENST00000252050	ENSG00000112659.14	CUL9	chr6	+	7551	2517	40	39	True	False	True
ENST00000252071.8	ENST00000252071	ENSG00000106526.10	ACTR3C	chr7	-	630	210	6	5	True	False	True
ENST00000252085.4	ENST00000252085	ENSG00000253159.3	PCDHGA12	chr5	+	2796	932	4	3	True	False	True
ENST00000252087.3	ENST00000252087	ENSG00000240764.4	PCDHGC5	chr5	+	2832	944	4	3	True	False	True
ENST00000252102.9	ENST00000252102	ENSG00000131495.9	NDUFA2	chr5	-	297	99	3	2	True	False	True
ENST00000252108.8	ENST00000252108	ENSG00000110344.10	UBE4A	chr11	+	3198	1066	19	18	True	False	True
ENST00000252115.10	ENST00000252115	ENSG00000100227.18	POLDIP3	chr22	-	1263	421	9	8	True	True	True
ENST00000252137.11	ENST00000252137	ENSG00000100056.12	ESS2	chr22	-	1428	476	10	9	True	True	True
ENST00000252207.9	ENST00000252207	ENSG00000137185.12	ZSCAN9	chr6	+	1182	394	3	2	True	False	True
ENST00000252229.7	ENST00000252229	ENSG00000204516.10	MICB	chr6	+	1149	383	6	5	True	False	True
ENST00000252242.9	ENST00000252242	ENSG00000186081.12	KRT5	chr12	-	1770	590	9	8	True	False	True
ENST00000252244.3	ENST00000252244	ENSG00000167768.4	KRT1	chr12	-	1932	644	9	8	True	False	True
ENST00000252245.6	ENST00000252245	ENSG00000170454.6	KRT75	chr12	-	1653	551	9	8	True	False	True
ENST00000252250.7	ENST00000252250	ENSG00000170465.10	KRT6C	chr12	-	1692	564	9	8	True	False	True
ENST00000252252.4	ENST00000252252	ENSG00000185479.6	KRT6B	chr12	-	1692	564	9	8	True	False	True
ENST00000252288.8	ENST00000252288	ENSG00000130005.13	GAMT	chr19	-	708	236	6	5	True	False	True
ENST00000252318.7	ENST00000252318	ENSG00000130035.8	GALNT8	chr12	+	1911	637	11	10	True	False	True
ENST00000252321.5	ENST00000252321	ENSG00000130037.5	KCNA5	chr12	+	1839	613	1	0	True	False	True
ENST00000252338.5	ENST00000252338	ENSG00000130054.5	FAM155B	chrX	+	1416	472	3	2	True	False	True
ENST00000252445.7	ENST00000252445	ENSG00000130165.10	ELOF1	chr19	-	249	83	3	2	True	False	True
ENST00000252456.7	ENST00000252456	ENSG00000130176.8	CNN1	chr19	+	891	297	7	6	True	False	True
ENST00000252483.10	ENST00000252483	ENSG00000130202.10	NECTIN2	chr19	+	1614	538	9	8	True	False	True
ENST00000252486.9	ENST00000252486	ENSG00000130203.10	APOE	chr19	+	951	317	3	2	True	False	True
ENST00000252505.4	ENST00000252505	ENSG00000151360.10	ALLC	chr2	+	1173	391	11	10	True	False	True
ENST00000252506.11	ENST00000252506	ENSG00000130222.11	GADD45G	chr9	+	477	159	4	3	True	False	True
ENST00000252512.14	ENST00000252512	ENSG00000130227.17	XPO7	chr8	+	3261	1087	28	27	True	False	True
ENST00000252530.9	ENST00000252530	ENSG00000130244.12	FAM98C	chr19	+	1047	349	8	7	True	True	True
ENST00000252542.9	ENST00000252542	ENSG00000130254.12	SAFB2	chr19	-	2859	953	21	20	True	False	True
ENST00000252575.11	ENST00000252575	ENSG00000130287.14	NCAN	chr19	+	3963	1321	14	13	True	False	True
ENST00000252590.9	ENST00000252590	ENSG00000130300.9	PLVAP	chr19	-	1326	442	6	5	True	False	True
ENST00000252593.7	ENST00000252593	ENSG00000130303.13	BST2	chr19	-	540	180	4	3	True	False	True
ENST00000252595.12	ENST00000252595	ENSG00000130304.17	SLC27A1	chr19	+	1938	646	12	11	True	True	True
ENST00000252597.8	ENST00000252597	ENSG00000130307.12	USHBP1	chr19	-	2109	703	12	11	True	False	True
ENST00000252599.9	ENST00000252599	ENSG00000130309.11	COLGALT1	chr19	+	1866	622	12	11	True	False	True
ENST00000252602.1	ENST00000252602	ENSG00000130312.6	MRPL34	chr19	+	276	92	2	1	True	False	True
ENST00000252603.7	ENST00000252603	ENSG00000130313.7	PGLS	chr19	+	774	258	5	4	True	True	True
ENST00000252622.15	ENST00000252622	ENSG00000130332.15	LSM7	chr19	-	309	103	4	3	True	True	True
ENST00000252655.1	ENST00000252655	ENSG00000130363.12	RSPH3	chr6	-	1680	560	8	7	True	False	True
ENST00000252674.9	ENST00000252674	ENSG00000130382.9	MLLT1	chr19	-	1677	559	12	11	True	False	True
ENST00000252677.4	ENST00000252677	ENSG00000130385.6	BMP15	chrX	+	1176	392	2	1	True	False	True
ENST00000252699.7	ENST00000252699	ENSG00000130402.12	ACTN4	chr19	+	2733	911	21	20	True	False	True
ENST00000252711.7	ENST00000252711	ENSG00000130414.12	NDUFA10	chr2	-	1065	355	10	9	True	False	True
ENST00000252723.3	ENST00000252723	ENSG00000130427.3	EPO	chr7	+	579	193	5	4	True	False	True
ENST00000252729.6	ENST00000252729	ENSG00000130433.7	CACNG6	chr19	+	780	260	4	3	True	False	True
ENST00000252744.6	ENST00000252744	ENSG00000130449.6	ZSWIM6	chr5	+	3645	1215	14	13	True	True	True
ENST00000252797.6	ENST00000252797	ENSG00000169951.9	ZNF764	chr16	-	1224	408	3	2	True	False	True
ENST00000252804.9	ENST00000252804	ENSG00000130508.11	PXDN	chr2	-	4437	1479	23	22	True	False	True
ENST00000252809.3	ENST00000252809	ENSG00000130513.6	GDF15	chr19	+	924	308	2	1	True	False	True
ENST00000252818.5	ENST00000252818	ENSG00000130522.6	JUND	chr19	-	1041	347	1	0	True	False	True
ENST00000252825.9	ENST00000252825	ENSG00000130528.12	HRC	chr19	-	2097	699	6	5	True	False	True
ENST00000252826.10	ENST00000252826	ENSG00000130529.16	TRPM4	chr19	+	3642	1214	25	24	True	False	True
ENST00000252835.5	ENST00000252835	ENSG00000130538.5	OR11H1	chr22	+	978	326	1	0	True	True	True
ENST00000252840.11	ENST00000252840	ENSG00000130544.12	ZNF557	chr19	+	1290	430	6	5	True	False	True
ENST00000252891.8	ENST00000252891	ENSG00000105245.9	NUMBL	chr19	-	1827	609	10	9	True	False	True
ENST00000252934.10	ENST00000252934	ENSG00000130638.17	ATXN10	chr22	+	1425	475	11	10	True	False	True
ENST00000252939.9	ENST00000252939	ENSG00000130643.9	CALY	chr10	-	651	217	4	3	True	False	True
ENST00000252951.3	ENST00000252951	ENSG00000130656.6	HBZ	chr16	+	426	142	3	2	True	False	True
ENST00000252971.11	ENST00000252971	ENSG00000130675.15	MNX1	chr7	-	1203	401	3	2	True	False	True
ENST00000252979.6	ENST00000252979	ENSG00000130684.14	ZNF337	chr20	-	2253	751	4	3	True	False	True
ENST00000252984.11	ENST00000252984	ENSG00000239382.10	ALKBH6	chr19	-	714	238	6	5	True	False	True
ENST00000252992.8	ENST00000252992	ENSG00000130695.15	CEP85	chr1	+	2286	762	13	12	True	False	True
ENST00000252996.8	ENST00000252996	ENSG00000130699.18	TAF4	chr20	-	3255	1085	15	14	True	True	True
ENST00000252997.3	ENST00000252997	ENSG00000130700.7	GATA5	chr20	-	1191	397	6	5	True	False	True
ENST00000252998.2	ENST00000252998	ENSG00000130701.4	RBBP8NL	chr20	-	1992	664	13	12	True	False	True
ENST00000252999.7	ENST00000252999	ENSG00000130702.15	LAMA5	chr20	-	11085	3695	80	79	True	False	True
ENST00000253008.3	ENST00000253008	ENSG00000130711.4	PRDM12	chr9	+	1101	367	5	4	True	False	True
ENST00000253023.8	ENST00000253023	ENSG00000130725.8	UBE2M	chr19	-	549	183	6	5	True	False	True
ENST00000253024.10	ENST00000253024	ENSG00000130726.12	TRIM28	chr19	+	2505	835	17	16	True	False	True
ENST00000253031.6	ENST00000253031	ENSG00000130733.10	YIPF2	chr19	-	948	316	8	7	True	False	True
ENST00000253039.9	ENST00000253039	ENSG00000130741.11	EIF2S3	chrX	+	1416	472	12	11	True	True	True
ENST00000253047.7	ENST00000253047	ENSG00000130748.7	TMEM160	chr19	-	564	188	3	2	True	True	True
ENST00000253048.10	ENST00000253048	ENSG00000130749.10	ZC3H4	chr19	-	3909	1303	14	13	True	False	True
ENST00000253055.8	ENST00000253055	ENSG00000130758.8	MAP3K10	chr19	+	2862	954	10	9	True	False	True
ENST00000253063.4	ENST00000253063	ENSG00000130766.5	SESN2	chr1	+	1440	480	10	9	True	False	True
ENST00000253079.11	ENST00000253079	ENSG00000130783.14	CCDC62	chr12	+	2052	684	12	11	True	False	True
ENST00000253083.9	ENST00000253083	ENSG00000130787.14	HIP1R	chr12	+	3204	1068	32	31	True	False	True
ENST00000253107.12	ENST00000253107	ENSG00000130810.20	PPAN	chr19	+	1419	473	12	11	True	False	True
ENST00000253108.9	ENST00000253108	ENSG00000130811.12	EIF3G	chr19	-	960	320	11	10	True	False	True
ENST00000253109.4	ENST00000253109	ENSG00000130812.10	ANGPTL6	chr19	-	1410	470	5	4	True	False	True
ENST00000253110.16	ENST00000253110	ENSG00000130813.18	SHFL	chr19	+	873	291	8	7	True	False	True
ENST00000253115.7	ENST00000253115	ENSG00000130818.12	ZNF426	chr19	-	1662	554	6	5	True	False	True
ENST00000253122.10	ENST00000253122	ENSG00000130821.16	SLC6A8	chrX	+	1905	635	13	12	True	False	True
ENST00000253144.13	ENST00000253144	ENSG00000130844.18	ZNF331	chr19	+	1389	463	3	2	True	False	True
ENST00000253188.8	ENST00000253188	ENSG00000130876.11	SLC7A10	chr19	-	1569	523	11	10	True	False	True
ENST00000253193.9	ENST00000253193	ENSG00000130881.14	LRP3	chr19	+	2310	770	7	6	True	False	True
ENST00000253237.10	ENST00000253237	ENSG00000105447.13	GRWD1	chr19	+	1338	446	7	6	True	True	True
ENST00000253247.9	ENST00000253247	ENSG00000130935.10	NOL11	chr17	+	2157	719	18	17	True	True	True
ENST00000253251.12	ENST00000253251	ENSG00000130939.20	UBE4B	chr1	+	3519	1173	27	26	True	False	True
ENST00000253255.7	ENST00000253255	ENSG00000130943.7	PKDREJ	chr22	-	6759	2253	1	0	True	True	True
ENST00000253262.9	ENST00000253262	ENSG00000130950.14	NUTM2F	chr9	-	2268	756	7	6	True	True	True
ENST00000253270.13	ENST00000253270	ENSG00000130958.13	SLC35D2	chr9	-	1011	337	12	11	True	False	True
ENST00000253329.3	ENST00000253329	ENSG00000131013.4	PPIL4	chr6	-	1476	492	13	12	True	False	True
ENST00000253354.2	ENST00000253354	ENSG00000125999.11	BPIFB1	chr20	+	1452	484	15	14	True	False	True
ENST00000253362.6	ENST00000253362	ENSG00000131050.11	BPIFA2	chr20	+	747	249	7	6	True	False	True
ENST00000253381.3	ENST00000253381	ENSG00000131068.4	DEFB118	chr20	+	369	123	2	1	True	False	True
ENST00000253401.10	ENST00000253401	ENSG00000131089.17	ARHGEF9	chrX	-	1548	516	10	9	True	False	True
ENST00000253407.4	ENST00000253407	ENSG00000131094.4	C1QL1	chr17	-	774	258	2	1	True	False	True
ENST00000253410.3	ENST00000253410	ENSG00000131097.7	HIGD1B	chr17	+	297	99	3	2	True	False	True
ENST00000253413.10	ENST00000253413	ENSG00000131100.13	ATP6V1E1	chr22	-	678	226	9	8	True	False	True
ENST00000253457.8	ENST00000253457	ENSG00000131148.9	EMC8	chr16	-	630	210	5	4	True	False	True
ENST00000253458.12	ENST00000253458	ENSG00000131149.19	GSE1	chr16	+	3651	1217	16	15	True	False	True
ENST00000253462.8	ENST00000253462	ENSG00000131153.9	GINS2	chr16	-	555	185	5	4	True	False	True
ENST00000253490.5	ENST00000253490	ENSG00000182230.12	FAM153B	chr5	+	1161	387	21	20	True	True	True
ENST00000253496.3	ENST00000253496	ENSG00000131187.9	F12	chr5	-	1845	615	14	13	True	False	True
ENST00000253577.9	ENST00000253577	ENSG00000131269.19	ABCB7	chrX	-	2259	753	16	15	True	True	True
ENST00000253669.10	ENST00000253669	ENSG00000131351.15	HAUS8	chr19	-	1230	410	11	10	True	False	True
ENST00000253673.6	ENST00000253673	ENSG00000131355.15	ADGRE3	chr19	-	1956	652	16	15	True	False	True
ENST00000253686.7	ENST00000253686	ENSG00000131368.8	MRPS25	chr3	-	519	173	4	3	True	False	True
ENST00000253693.7	ENST00000253693	ENSG00000131375.10	CAPN7	chr3	+	2439	813	21	20	True	False	True
ENST00000253697.8	ENST00000253697	ENSG00000131379.10	C3orf20	chr3	+	2712	904	15	14	True	False	True
ENST00000253699.7	ENST00000253699	ENSG00000131381.12	RBSN	chr3	-	2352	784	11	10	True	False	True
ENST00000253719.7	ENST00000253719	ENSG00000131400.8	NAPSA	chr19	-	1260	420	9	8	True	True	True
ENST00000253754.8	ENST00000253754	ENSG00000131435.13	PDLIM4	chr5	+	990	330	7	6	True	False	True
ENST00000253778.13	ENST00000253778	ENSG00000131459.13	GFPT2	chr5	-	2046	682	19	18	True	False	True
ENST00000253794.7	ENST00000253794	ENSG00000131475.7	VPS25	chr17	+	528	176	6	5	True	True	True
ENST00000253796.10	ENST00000253796	ENSG00000131477.11	RAMP2	chr17	+	525	175	4	3	True	False	True
ENST00000253799.8	ENST00000253799	ENSG00000131480.9	AOC2	chr17	+	2268	756	4	3	True	False	True
ENST00000253801.7	ENST00000253801	ENSG00000131482.10	G6PC	chr17	+	1071	357	5	4	True	False	True
ENST00000253807.2	ENST00000253807	ENSG00000248383.4	PCDHAC1	chr5	+	2889	963	4	3	True	True	True
ENST00000253812.8	ENST00000253812	ENSG00000254245.3	PCDHGA3	chr5	+	2796	932	4	3	True	False	True
ENST00000253814.6	ENST00000253814	ENSG00000131507.11	NDFIP1	chr5	+	663	221	7	6	True	False	True
ENST00000253861.5	ENST00000253861	ENSG00000131558.15	EXOC4	chr7	+	2922	974	18	17	True	True	True
ENST00000253925.11	ENST00000253925	ENSG00000131626.18	PPFIA1	chr11	+	3606	1202	26	25	True	False	True
ENST00000253928.13	ENST00000253928	ENSG00000059122.16	FLYWCH1	chr16	+	2148	716	8	7	True	False	True
ENST00000253968.11	ENST00000253968	ENSG00000131668.14	BARX1	chr9	-	762	254	4	3	True	False	True
ENST00000254029.8	ENST00000254029	ENSG00000131725.14	WDR44	chrX	+	2739	913	20	19	True	False	True
ENST00000254037.6	ENST00000254037	ENSG00000131732.12	ZCCHC9	chr5	+	813	271	5	4	True	False	True
ENST00000254051.11	ENST00000254051	ENSG00000131746.13	TNS4	chr17	-	2145	715	12	11	True	False	True
ENST00000254066.10	ENST00000254066	ENSG00000131759.18	RARA	chr17	+	1386	462	8	7	True	False	True
ENST00000254072.7	ENST00000254072	ENSG00000187272.7	KRTAP9-8	chr17	+	477	159	1	0	True	False	True
ENST00000254079.9	ENST00000254079	ENSG00000131771.14	PPP1R1B	chr17	+	612	204	7	6	True	False	True
ENST00000254090.9	ENST00000254090	ENSG00000131781.13	FMO5	chr1	-	1599	533	8	7	True	False	True
ENST00000254101.4	ENST00000254101	ENSG00000131791.8	PRKAB2	chr1	-	816	272	7	6	True	False	True
ENST00000254108.12	ENST00000254108	ENSG00000089280.19	FUS	chr16	+	1578	526	15	14	True	False	True
ENST00000254166.4	ENST00000254166	ENSG00000131849.12	ZNF132	chr19	-	2118	706	3	2	True	False	True
ENST00000254181.8	ENST00000254181	ENSG00000131864.10	USP29	chr19	+	2766	922	1	0	True	False	True
ENST00000254190.4	ENST00000254190	ENSG00000131873.7	CHSY1	chr15	-	2406	802	3	2	True	False	True
ENST00000254193.11	ENST00000254193	ENSG00000131876.17	SNRPA1	chr15	-	765	255	9	8	True	False	True
ENST00000254227.4	ENST00000254227	ENSG00000131910.5	NR0B2	chr1	-	771	257	2	1	True	False	True
ENST00000254250.7	ENST00000254250	ENSG00000131931.8	THAP1	chr8	-	639	213	3	2	True	False	True
ENST00000254260.8	ENST00000254260	ENSG00000131941.8	RHPN2	chr19	-	2058	686	15	14	True	False	True
ENST00000254286.9	ENST00000254286	ENSG00000131966.14	ACTR10	chr14	+	1251	417	13	12	True	False	True
ENST00000254301.14	ENST00000254301	ENSG00000131981.16	LGALS3	chr14	+	750	250	5	4	True	False	True
ENST00000254321.10	ENST00000254321	ENSG00000196757.8	ZNF700	chr19	+	2226	742	4	3	True	False	True
